provinsi,jenis,daerah,tahun,periode,gk,kategori,kategori_encoded
SULAWESI TENGAH,MAKANAN,PERDESAAN,2022,SEPTEMBER,427956.0,Menengah,0
SULAWESI TENGAH,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,380991.0,Menengah,0
SULAWESI TENGAH,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,385989.0,Menengah,0
SULAWESI TENGAH,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,404034.0,Menengah,0
SULAWESI TENGAH,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,423390.0,Menengah,0
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2015,MARET,108979.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,112038.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2016,MARET,115108.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,117962.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2015,MARET,70332.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,75894.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2016,MARET,79134.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,81972.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,79923.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,84865.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,85749.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,91246.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2017,MARET,120877.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,122686.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2018,MARET,124955.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,125852.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2017,MARET,85168.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,88588.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2018,MARET,91186.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,91243.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,94388.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,97377.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,100595.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,101178.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2019,MARET,130498.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,131660.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2020,MARET,135083.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,136249.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2019,MARET,93145.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,99359.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2020,MARET,101230.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,103319.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,104297.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,108863.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,111340.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,113352.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2021,MARET,138692.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,142414.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2022,MARET,149250.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,153690.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2021,MARET,105631.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,109351.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2022,MARET,115486.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,124605.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,115881.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,119619.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,126217.0,Rendah,3
SULAWESI TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,133793.0,Rendah,3
SULAWESI TENGAH,TOTAL,PERKOTAAN,2013,MARET,298646.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERKOTAAN,2013,SEPTEMBER,324072.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERKOTAAN,2014,MARET,336900.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERKOTAAN,2014,SEPTEMBER,349978.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERDESAAN,2013,MARET,265582.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERDESAAN,2013,SEPTEMBER,293567.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERDESAAN,2014,MARET,303975.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERDESAAN,2014,SEPTEMBER,321009.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERKOTAAN,2015,MARET,358399.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2015,SEPTEMBER,376496.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2016,MARET,391070.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2016,SEPTEMBER,399413.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2015,MARET,331855.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERDESAAN,2015,SEPTEMBER,353080.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2016,MARET,370392.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2016,SEPTEMBER,376658.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2015,MARET,338443.0,Menengah Rendah,1
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,358892.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2016,MARET,375659.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,382774.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2017,MARET,416453.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2017,SEPTEMBER,430728.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2018,MARET,434414.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2018,SEPTEMBER,437697.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2017,MARET,383097.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2017,SEPTEMBER,400639.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2018,MARET,405707.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2018,SEPTEMBER,418035.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2017,MARET,391763.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,408522.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2018,MARET,413785.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,424039.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2019,MARET,457193.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2019,SEPTEMBER,481436.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2020,MARET,489881.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2020,SEPTEMBER,492758.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2019,MARET,433870.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2019,SEPTEMBER,460187.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2020,MARET,467770.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2020,SEPTEMBER,478687.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2019,MARET,441036.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,466527.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2020,MARET,474627.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,483662.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERKOTAAN,2021,MARET,506383.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERKOTAAN,2021,SEPTEMBER,516374.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERKOTAAN,2022,MARET,538018.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERKOTAAN,2022,SEPTEMBER,565994.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERDESAAN,2021,MARET,492234.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2021,SEPTEMBER,500351.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAAN,2022,MARET,525665.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERDESAAN,2022,SEPTEMBER,552561.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2021,MARET,496872.0,Menengah,0
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,505608.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2022,MARET,530251.0,Menengah Tinggi,2
SULAWESI TENGAH,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,557183.0,Menengah Tinggi,2
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2015,MARET,181842.0,Rendah,3
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2015,SEPTEMBER,186893.0,Rendah,3
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2016,MARET,193372.0,Rendah,3
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2016,SEPTEMBER,196645.0,Rendah,3
SULAWESI SELATAN,MAKANAN,PERDESAAN,2015,MARET,190563.0,Rendah,3
SULAWESI SELATAN,MAKANAN,PERDESAAN,2015,SEPTEMBER,201779.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2016,MARET,209095.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2016,SEPTEMBER,210928.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2015,MARET,187304.0,Rendah,3
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,196217.0,Rendah,3
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2016,MARET,203918.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,205767.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2017,MARET,204192.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2017,SEPTEMBER,209432.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2018,MARET,218173.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2018,SEPTEMBER,230867.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2017,MARET,215790.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2017,SEPTEMBER,226047.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2018,MARET,236336.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2018,SEPTEMBER,240452.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,211452.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,219551.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,229289.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,236638.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2019,MARET,238425.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,251107.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2020,MARET,257455.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,265149.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2019,MARET,254134.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2019,SEPTEMBER,260579.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2020,MARET,268024.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2020,SEPTEMBER,275659.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,247704.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,256826.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,263690.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,271199.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2021,MARET,276910.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,286095.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2022,MARET,298268.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,316179.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2021,MARET,281013.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2021,SEPTEMBER,288566.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2022,MARET,300359.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAAN,2022,SEPTEMBER,316911.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,279240.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,287467.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,299433.0,Menengah Rendah,1
SULAWESI SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,316597.0,Menengah Rendah,1
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2015,MARET,80321.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,87247.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2016,MARET,88304.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,90023.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2015,MARET,49612.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,52745.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2016,MARET,54579.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,56501.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,61087.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,65637.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,66683.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,69594.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2017,MARET,92452.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,94402.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2018,MARET,96376.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,96857.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2017,MARET,58643.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,61741.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2018,MARET,63581.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,65796.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,72009.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,74807.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,77256.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,79099.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2019,MARET,100572.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,103663.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2020,MARET,105906.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,110314.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2019,MARET,68088.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,70484.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2020,MARET,71719.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,75132.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,82176.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,84729.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,86574.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,90832.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2021,MARET,112894.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,117656.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2022,MARET,120903.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,127538.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2021,MARET,77317.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,79900.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2022,MARET,83054.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,88302.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,93251.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,96988.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,100322.0,Rendah,3
SULAWESI SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,106355.0,Rendah,3
SULAWESI SELATAN,TOTAL,PERKOTAAN,2013,MARET,221892.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2013,SEPTEMBER,235488.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2014,MARET,240276.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2014,SEPTEMBER,246416.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2013,MARET,192161.0,Rendah,3
SULAWESI SELATAN,TOTAL,PERDESAAN,2013,SEPTEMBER,207023.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2014,MARET,211271.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2014,SEPTEMBER,219109.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2015,MARET,262163.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2015,SEPTEMBER,274140.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2016,MARET,281676.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2016,SEPTEMBER,286669.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2015,MARET,240175.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2015,SEPTEMBER,254524.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2016,MARET,263674.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2016,SEPTEMBER,267428.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2015,MARET,248391.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,261854.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2016,MARET,270601.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,275361.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2017,MARET,296644.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2017,SEPTEMBER,303834.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2018,MARET,314549.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2018,SEPTEMBER,327725.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2017,MARET,274434.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2017,SEPTEMBER,287788.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2018,MARET,299917.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2018,SEPTEMBER,306250.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2017,MARET,283461.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,294358.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2018,MARET,306545.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,315737.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2019,MARET,338997.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERKOTAAN,2019,SEPTEMBER,354770.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERKOTAAN,2020,MARET,363361.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERKOTAAN,2020,SEPTEMBER,375463.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAAN,2019,MARET,322223.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2019,SEPTEMBER,331063.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2020,MARET,339743.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAAN,2020,SEPTEMBER,350791.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2019,MARET,329880.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,341555.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2020,MARET,350264.0,Menengah Rendah,1
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,362031.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERKOTAAN,2021,MARET,389804.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERKOTAAN,2021,SEPTEMBER,403751.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERKOTAAN,2022,MARET,419172.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERKOTAAN,2022,SEPTEMBER,443717.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAAN,2021,MARET,358330.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAAN,2021,SEPTEMBER,368465.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAAN,2022,MARET,383414.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAAN,2022,SEPTEMBER,405213.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2021,MARET,372491.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,384455.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2022,MARET,399755.0,Menengah,0
SULAWESI SELATAN,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,422952.0,Menengah,0
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2015,MARET,190438.0,Rendah,3
SULAWESI TENGGARA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,200424.0,Menengah Rendah,1
